Index,Year,"Rank Order","Country code",Country or Area,City code,Urban Agglomeration,Note,Latitude,Longitude,Population (millions)
265,1990,25,792,Turkey,22691,Istanbul,,41.0138,28.9497,6.5 521 6 0
266,1990,26,364,Iran (Islamic Republic of),21523,Tehran,,35.6944,51.4215,6.3 648 27 0
267,1990,27,764,Thailand,22617,Krung Thep (Bangkok),,13.7220,100.5252,5.8 888 35 0
268,1990,28,604,Peru,22078,Lima,17,-12.0432,-77.0282,5.8 365 37 0
269,1990,29,344,"China, Hong Kong SAR",21137,Hong Kong,12,22.2796,114.1887,5.7 535 23 0
270,1990,30,356,India,21321,Chennai (Madras),,13.0531,80.2488,5.3 320 57 0
271,1995,1,392,Japan,21671,Tokyo,1,35.6895,139.6917,33.5 865 73 0
272,1995,2,392,Japan,206459,Kinki M.M.A. (Osaka),3,34.6758,135.5538,18.9 395 88 0
273,1995,3,484,Mexico,21853,Ciudad de Mexico (Mexico City),6,19.4273,-99.1419,17.0 174 69 0
274,1995,4,840,United States of America,23083,New York-Newark,,40.7170,-74.0037,16.9 427 7 0
275,1995,5,76,Brazil,20287,Sao Paulo,,-23.5475,-46.6361,15.9 134 73 0
276,1995,6,356,India,21206,Mumbai (Bombay),,19.0740,72.8808,14.1 353 63 0
277,1995,7,356,India,21228,Delhi,16,28.6667,77.2167,12.1 382 33 0
278,1995,8,356,India,21211,Kolkata (Calcutta),,22.5335,88.3560,11.9 921 94 0
279,1995,9,818,Egypt,22812,Al-Qahirah (Cairo),7,30.0392,31.2394,11.9 619 86 0
280,1995,10,32,Argentina,20058,Buenos Aires,4,-34.6051,-58.4004,11.8 064 07 0
281,1995,11,840,United States of America,23052,Los Angeles-Long Beach-Santa Ana,,34.0317,-118.2417,11.3 388 9 0
282,1995,12,156,China,20656,Shanghai,5,31.2222,121.4581,11.0 720 63 0
283,1995,13,76,Brazil,20272,Rio de Janeiro,,-22.9028,-43.2075,10.4 315 18 0
284,1995,14,410,Republic of Korea,21758,Seoul,14,37.5683,126.9778,10.2 558 89 0
285,1995,15,250,France,20985,Paris,,48.8534,2.3488,9.5 101 03 0
286,1995,16,608,Philippines,22109,Manila,15,14.6042,120.9822,9.4 012 55 0
287,1995,17,643,Russian Federation,22299,Moskva (Moscow),,55.7550,37.6218,9.2 009 94 0
288,1995,18,392,Japan,204583,Chukyo M.M.A. (Nagoya),,35.1815,136.9064,8.7 483 38 0
289,1995,19,586,Pakistan,22044,Karachi,,24.9056,67.0822,8.4 674 39 0
290,1995,20,156,China,20464,Beijing,11,39.9075,116.3972,8.3 551 48 0
291,1995,21,50,Bangladesh,20119,Dhaka,18,23.7104,90.4074,8.3 324 74 0
292,1995,22,360,Indonesia,21454,Jakarta,13,-6.2118,106.8416,8.3 218 58 0
293,1995,23,840,United States of America,22956,Chicago,,41.8500,-87.6501,7.8 387 18 0
294,1995,24,792,Turkey,22691,Istanbul,,41.0138,28.9497,7.6 654 03 0
295,1995,25,826,United Kingdom,22860,London,2,51.5085,-0.1257,7.0 295 08 0
296,1995,26,364,Iran (Islamic Republic of),21523,Tehran,,35.6944,51.4215,6.6 867 27 0
297,1995,27,604,Peru,22078,Lima,17,-12.0432,-77.0282,6.5 822 51 0
298,1995,28,344,"China, Hong Kong SAR",21137,Hong Kong,12,22.2796,114.1887,6.1 401 01 0
299,1995,29,764,Thailand,22617,Krung Thep (Bangkok),,13.7220,100.5252,6.1 233 94 0
300,1995,30,566,Nigeria,22007,Lagos,19,6.4531,3.3958,5.9 826 8 0
301,2000,1,392,Japan,21671,Tokyo,1,35.6895,139.6917,34.4 499 08 0
302,2000,2,392,Japan,206459,Kinki M.M.A. (Osaka),3,34.6758,135.5538,18.6 600 22 0
303,2000,3,484,Mexico,21853,Ciudad de Mexico (Mexico City),6,19.4273,-99.1419,18.4 570 27 0
304,2000,4,840,United States of America,23083,New York-Newark,,40.7170,-74.0037,17.8 133 71 0
305,2000,5,76,Brazil,20287,Sao Paulo,,-23.5475,-46.6361,17.0 140 78 0
306,2000,6,356,India,21206,Mumbai (Bombay),,19.0740,72.8808,16.1 465 27 0
307,2000,7,356,India,21228,Delhi,16,28.6667,77.2167,15.6 918 99 0
308,2000,8,156,China,20656,Shanghai,5,31.2222,121.4581,14.2 465 41 0
309,2000,9,818,Egypt,22812,Al-Qahirah (Cairo),7,30.0392,31.2394,13.6 255 65 0
310,2000,10,356,India,21211,Kolkata (Calcutta),,22.5335,88.3560,13.0 971 53 0
311,2000,11,32,Argentina,20058,Buenos Aires,4,-34.6051,-58.4004,12.5 038 71 0
312,2000,12,840,United States of America,23052,Los Angeles-Long Beach-Santa Ana,,34.0317,-118.2417,11.7 983 45 0
313,2000,13,76,Brazil,20272,Rio de Janeiro,,-22.9028,-43.2075,11.3 067 68 0
314,2000,14,156,China,20464,Beijing,11,39.9075,116.3972,10.2 850 91 0
315,2000,15,50,Bangladesh,20119,Dhaka,18,23.7104,90.4074,10.2 849 47 0
316,2000,16,643,Russian Federation,22299,Moskva (Moscow),,55.7550,37.6218,10.0 045 23 0
317,2000,17,608,Philippines,22109,Manila,15,14.6042,120.9822,9.9 579 62 0
318,2000,18,410,Republic of Korea,21758,Seoul,14,37.5683,126.9778,9.8 790 73 0
319,2000,19,586,Pakistan,22044,Karachi,,24.9056,67.0822,9.8 252 95 0
320,2000,20,250,France,20985,Paris,,48.8534,2.3488,9.7 365 38 0
321,2000,21,792,Turkey,22691,Istanbul,,41.0138,28.9497,8.7 438 68 0
322,2000,22,392,Japan,204583,Chukyo M.M.A. (Nagoya),,35.1815,136.9064,8.7 401 91 0
323,2000,23,360,Indonesia,21454,Jakarta,13,-6.2118,106.8416,8.3 897 59 0
324,2000,24,840,United States of America,22956,Chicago,,41.8500,-87.6501,8.3 152 44 0
325,2000,25,156,China,20484,Chongqing,20,29.5628,106.5528,7.8 629 76 0
326,2000,26,156,China,20517,"Guangzhou, Guangdong",5,23.1255,113.2574,7.8 120 08 0
327,2000,27,604,Peru,22078,Lima,17,-12.0432,-77.0282,7.2 935 49 0
328,2000,28,566,Nigeria,22007,Lagos,19,6.4531,3.3958,7.2 807 06 0
329,2000,29,826,United Kingdom,22860,London,2,51.5085,-0.1257,7.2 728 19 0
330,2000,30,364,Iran (Islamic Republic of),21523,Tehran,,35.6944,51.4215,7.1 281 4 0
331,2005,1,392,Japan,21671,Tokyo,1,35.6895,139.6917,35.6 215 44 0
332,2005,2,484,Mexico,21853,Ciudad de Mexico (Mexico City),6,19.4273,-99.1419,19.2 760 65 0
333,2005,3,392,Japan,206459,Kinki M.M.A. (Osaka),3,34.6758,135.5538,18.7 620 99 0
334,2005,4,356,India,21228,Delhi,16,28.6667,77.2167,18.6 913 3 0
335,2005,5,76,Brazil,20287,Sao Paulo,,-23.5475,-46.6361,18.2 881 34 0
336,2005,6,840,United States of America,23083,New York-Newark,,40.7170,-74.0037,18.0 871 74 0
337,2005,7,356,India,21206,Mumbai (Bombay),,19.0740,72.8808,17.2 570 72 0
338,2005,8,156,China,20656,Shanghai,5,31.2222,121.4581,17.0 557 88 0
339,2005,9,818,Egypt,22812,Al-Qahirah (Cairo),7,30.0392,31.2394,15.1 740 5 0
340,2005,10,356,India,21211,Kolkata (Calcutta),,22.5335,88.3560,13.5 951 52 0
341,2005,11,32,Argentina,20058,Buenos Aires,4,-34.6051,-58.4004,13.3 295 4 0
342,2005,12,156,China,20464,Beijing,11,39.9075,116.3972,12.9 912 92 0
343,2005,13,50,Bangladesh,20119,Dhaka,18,23.7104,90.4074,12.3 308 79 0
344,2005,14,840,United States of America,23052,Los Angeles-Long Beach-Santa Ana,,34.0317,-118.2417,11.9 778 57 0
345,2005,15,76,Brazil,20272,Rio de Janeiro,,-22.9028,-43.2075,11.8 318 07 0
346,2005,16,586,Pakistan,22044,Karachi,,24.9056,67.0822,11.1 315 59 0
347,2005,17,643,Russian Federation,22299,Moskva (Moscow),,55.7550,37.6218,10.7 514 28 0
348,2005,18,608,Philippines,22109,Manila,15,14.6042,120.9822,10.7 507 52 0
349,2005,19,792,Turkey,22691,Istanbul,,41.0138,28.9497,10.4 656 94 0
350,2005,20,250,France,20985,Paris,,48.8534,2.3488,10.0 917 95 0
351,2005,21,410,Republic of Korea,21758,Seoul,14,37.5683,126.9778,9.8 224 47 0
352,2005,22,156,China,20484,Chongqing,20,29.5628,106.5528,9.4 540 76 0
353,2005,23,156,China,20517,"Guangzhou, Guangdong",5,23.1255,113.2574,9.0 550 56 0
354,2005,24,360,Indonesia,21454,Jakarta,13,-6.2118,106.8416,8.9 884 06 0
355,2005,25,392,Japan,204583,Chukyo M.M.A. (Nagoya),,35.1815,136.9064,8.9 140 45 0
356,2005,26,566,Nigeria,22007,Lagos,19,6.4531,3.3958,8.8 593 99 0
357,2005,27,840,United States of America,22956,Chicago,,41.8500,-87.6501,8.4 641 84 0
358,2005,28,156,China,20689,Tianjin,5,39.1088,117.1886,8.4 300 65 0
359,2005,29,156,China,20667,Shenzhen,5,22.5415,114.0634,8.4 090 66 0
360,2005,30,604,Peru,22078,Lima,17,-12.0432,-77.0282,8.0 812 55 0
361,2010,1,392,Japan,21671,Tokyo,1,35.6895,139.6917,36.8 596 26 0
362,2010,2,356,India,21228,Delhi,16,28.6667,77.2167,21.9 878 95 0
363,2010,3,156,China,20656,Shanghai,5,31.2222,121.4581,20.3 143 09 0
364,2010,4,484,Mexico,21853,Ciudad de Mexico (Mexico City),6,19.4273,-99.1419,20.1 366 81 0
365,2010,5,76,Brazil,20287,Sao Paulo,,-23.5475,-46.6361,19.6 598 08 0
366,2010,6,392,Japan,206459,Kinki M.M.A. (Osaka),3,34.6758,135.5538,19.3 126 46 0
367,2010,7,840,United States of America,23083,New York-Newark,,40.7170,-74.0037,18.3 652 62 0
368,2010,8,356,India,21206,Mumbai (Bombay),,19.0740,72.8808,18.2 574 13 0
369,2010,9,818,Egypt,22812,Al-Qahirah (Cairo),7,30.0392,31.2394,16.8 990 15 0
370,2010,10,156,China,20464,Beijing,11,39.9075,116.3972,16.4 412 52 0
371,2010,11,50,Bangladesh,20119,Dhaka,18,23.7104,90.4074,14.7 305 37 0
372,2010,12,32,Argentina,20058,Buenos Aires,4,-34.6051,-58.4004,14.2 458 71 0
373,2010,13,356,India,21211,Kolkata (Calcutta),,22.5335,88.3560,14.0 027 98 0
374,2010,14,586,Pakistan,22044,Karachi,,24.9056,67.0822,12.6 119 24 0
375,2010,15,792,Turkey,22691,Istanbul,,41.0138,28.9497,12.5 848 85 0
376,2010,16,76,Brazil,20272,Rio de Janeiro,,-22.9028,-43.2075,12.3 738 84 0
377,2010,17,840,United States of America,23052,Los Angeles-Long Beach-Santa Ana,,34.0317,-118.2417,12.1 601 51 0
378,2010,18,608,Philippines,22109,Manila,15,14.6042,120.9822,11.8 871 89 0
379,2010,19,643,Russian Federation,22299,Moskva (Moscow),,55.7550,37.6218,11.4 612 64 0
380,2010,20,156,China,20484,Chongqing,20,29.5628,106.5528,11.2 436 67 0
381,2010,21,250,France,20985,Paris,,48.8534,2.3488,10.4 601 18 0
382,2010,22,566,Nigeria,22007,Lagos,19,6.4531,3.3958,10.4 411 82 0
383,2010,23,156,China,20517,"Guangzhou, Guangdong",5,23.1255,113.2574,10.2 781 97 0
384,2010,24,156,China,20667,Shenzhen,5,22.5415,114.0634,10.2 229 16 0
385,2010,25,156,China,20689,Tianjin,5,39.1088,117.1886,10.1 500 76 0
386,2010,26,410,Republic of Korea,21758,Seoul,14,37.5683,126.9778,9.7 960 45 0
387,2010,27,360,Indonesia,21454,Jakarta,13,-6.2118,106.8416,9.6 255 79 0
388,2010,28,180,Democratic Republic of the Congo,20853,Kinshasa,,-4.3276,15.3136,9.3 816 73 0
389,2010,29,392,Japan,204583,Chukyo M.M.A. (Nagoya),,35.1815,136.9064,9.0 980 5 0
390,2010,30,604,Peru,22078,Lima,17,-12.0432,-77.0282,8.9 197 59 0
391,2015,1,392,Japan,21671,Tokyo,1,35.6895,139.6917,37.2 561 09 0
392,2015,2,356,India,21228,Delhi,16,28.6667,77.2167,25.8 658 75 0
393,2015,3,156,China,20656,Shanghai,5,31.2222,121.4581,23.4 821 81 0
394,2015,4,484,Mexico,21853,Ciudad de Mexico (Mexico City),6,19.4273,-99.1419,21.3 397 81 0
395,2015,5,76,Brazil,20287,Sao Paulo,,-23.5475,-46.6361,20.8 830 46 0
396,2015,6,356,India,21206,Mumbai (Bombay),,19.0740,72.8808,19.3 157 37 0
397,2015,7,392,Japan,206459,Kinki M.M.A. (Osaka),3,34.6758,135.5538,19.3 047 22 0
398,2015,8,818,Egypt,22812,Al-Qahirah (Cairo),7,30.0392,31.2394,18.8 200 72 0
399,2015,9,840,United States of America,23083,New York-Newark,,40.7170,-74.0037,18.6 476 26 0
400,2015,10,156,China,20464,Beijing,11,39.9075,116.3972,18.4 211 98 0
401,2015,11,50,Bangladesh,20119,Dhaka,18,23.7104,90.4074,17.5 971 77 0
402,2015,12,32,Argentina,20058,Buenos Aires,4,-34.6051,-58.4004,14.7 055 33 0
403,2015,13,356,India,21211,Kolkata (Calcutta),,22.5335,88.3560,14.4 226 7 0
404,2015,14,586,Pakistan,22044,Karachi,,24.9056,67.0822,14.2 891 6 0
405,2015,15,792,Turkey,22691,Istanbul,,41.0138,28.9497,14.1 267 72 0
406,2015,16,156,China,20484,Chongqing,20,29.5628,106.5528,13.3 720 15 0
407,2015,17,76,Brazil,20272,Rio de Janeiro,,-22.9028,-43.2075,12.9 407 96 0
408,2015,18,608,Philippines,22109,Manila,15,14.6042,120.9822,12.8 600 58 0
409,2015,19,156,China,20689,Tianjin,5,39.1088,117.1886,12.5 160 41 0
410,2015,20,840,United States of America,23052,Los Angeles-Long Beach-Santa Ana,,34.0317,-118.2417,12.3 452 19 0
411,2015,21,566,Nigeria,22007,Lagos,19,6.4531,3.3958,12.2 392 06 0
412,2015,22,643,Russian Federation,22299,Moskva (Moscow),,55.7550,37.6218,12.0 491 35 0
413,2015,23,156,China,20517,"Guangzhou, Guangdong",5,23.1255,113.2574,11.6 948 82 0
414,2015,24,180,Democratic Republic of the Congo,20853,Kinshasa,,-4.3276,15.3136,11.5 977 06 0
415,2015,25,156,China,20667,Shenzhen,5,22.5415,114.0634,11.2 753 91 0
416,2015,26,250,France,20985,Paris,,48.8534,2.3488,10.7 335 02 0
417,2015,27,586,Pakistan,22046,Lahore,,31.5497,74.3436,10.3 691 37 0
418,2015,28,360,Indonesia,21454,Jakarta,13,-6.2118,106.8416,10.1 733 88 0
419,2015,29,356,India,21176,Bangalore,,12.9719,77.5937,10.1 410 8 0
420,2015,30,410,Republic of Korea,21758,Seoul,14,37.5683,126.9778,9.8 968 59 0
421,2020,1,392,Japan,21671,Tokyo,1,35.6895,139.6917,37.3 931 29 0
422,2020,2,356,India,21228,Delhi,16,28.6667,77.2167,30.2 909 36 0
423,2020,3,156,China,20656,Shanghai,5,31.2222,121.4581,27.0 584 79 0
424,2020,4,76,Brazil,20287,Sao Paulo,,-23.5475,-46.6361,22.0 430 28 0
425,2020,5,484,Mexico,21853,Ciudad de Mexico (Mexico City),6,19.4273,-99.1419,21.7 823 78 0
426,2020,6,50,Bangladesh,20119,Dhaka,18,23.7104,90.4074,21.0 058 6 0
427,2020,7,818,Egypt,22812,Al-Qahirah (Cairo),7,30.0392,31.2394,20.9 006 04 0
428,2020,8,156,China,20464,Beijing,11,39.9075,116.3972,20.4 626 1 0
429,2020,9,356,India,21206,Mumbai (Bombay),,19.0740,72.8808,20.4 112 74 0
430,2020,10,392,Japan,206459,Kinki M.M.A. (Osaka),3,34.6758,135.5538,19.1 653 4 0
431,2020,11,840,United States of America,23083,New York-Newark,,40.7170,-74.0037,18.8 035 52 0
432,2020,12,586,Pakistan,22044,Karachi,,24.9056,67.0822,16.0 937 86 0
433,2020,13,156,China,20484,Chongqing,20,29.5628,106.5528,15.8 721 79 0
434,2020,14,792,Turkey,22691,Istanbul,,41.0138,28.9497,15.1 903 36 0
435,2020,15,32,Argentina,20058,Buenos Aires,4,-34.6051,-58.4004,15.1 537 29 0
436,2020,16,356,India,21211,Kolkata (Calcutta),,22.5335,88.3560,14.8 500 66 0
437,2020,17,566,Nigeria,22007,Lagos,19,6.4531,3.3958,14.3 683 32 0
438,2020,18,180,Democratic Republic of the Congo,20853,Kinshasa,,-4.3276,15.3136,14.3 424 39 0
439,2020,19,608,Philippines,22109,Manila,15,14.6042,120.9822,13.9 234 52 0
440,2020,20,156,China,20689,Tianjin,5,39.1088,117.1886,13.5 890 78 0
441,2020,21,76,Brazil,20272,Rio de Janeiro,,-22.9028,-43.2075,13.4 580 75 0
442,2020,22,156,China,20517,"Guangzhou, Guangdong",5,23.1255,113.2574,13.3 015 32 0
443,2020,23,586,Pakistan,22046,Lahore,,31.5497,74.3436,12.6 424 23 0
444,2020,24,643,Russian Federation,22299,Moskva (Moscow),,55.7550,37.6218,12.5 379 54 0
445,2020,25,840,United States of America,23052,Los Angeles-Long Beach-Santa Ana,,34.0317,-118.2417,12.4 465 97 0
446,2020,26,156,China,20667,Shenzhen,5,22.5415,114.0634,12.3 568 2 0
447,2020,27,356,India,21176,Bangalore,,12.9719,77.5937,12.3 265 32 0
448,2020,28,250,France,20985,Paris,,48.8534,2.3488,11.0 172 3 0
449,2020,29,170,Colombia,20837,Bogot�,21,4.6097,-74.0818,10.9 783 6 0
450,2020,30,356,India,21321,Chennai (Madras),,13.0531,80.2488,10.9 711 08 0
451,2025,1,392,Japan,21671,Tokyo,1,35.6895,139.6917,37.0 362 04 0
452,2025,2,356,India,21228,Delhi,16,28.6667,77.2167,34.6 655 69 0
453,2025,3,156,China,20656,Shanghai,5,31.2222,121.4581,30.4 821 4 0
454,2025,4,50,Bangladesh,20119,Dhaka,18,23.7104,90.4074,24.6 528 64 0
455,2025,5,818,Egypt,22812,Al-Qahirah (Cairo),7,30.0392,31.2394,23.0 742 25 0
456,2025,6,76,Brazil,20287,Sao Paulo,,-23.5475,-46.6361,22.9 900 07 0
457,2025,7,484,Mexico,21853,Ciudad de Mexico (Mexico City),6,19.4273,-99.1419,22.7 524 14 0
458,2025,8,156,China,20464,Beijing,11,39.9075,116.3972,22.5 964 55 0
459,2025,9,356,India,21206,Mumbai (Bombay),,19.0740,72.8808,22.0 889 53 0
460,2025,10,840,United States of America,23083,New York-Newark,,40.7170,-74.0037,19.1 540 24 0
461,2025,11,392,Japan,206459,Kinki M.M.A. (Osaka),3,34.6758,135.5538,18.9 216 32 0
462,2025,12,156,China,20484,Chongqing,20,29.5628,106.5528,18.1 711 98 0
463,2025,13,586,Pakistan,22044,Karachi,,24.9056,67.0822,18.0 767 94 0
464,2025,14,180,Democratic Republic of the Congo,20853,Kinshasa,,-4.3276,15.3136,17.7 784 74 0
465,2025,15,566,Nigeria,22007,Lagos,19,6.4531,3.3958,17.1 563 93 0
466,2025,16,792,Turkey,22691,Istanbul,,41.0138,28.9497,16.2 367 03 0
467,2025,17,356,India,21211,Kolkata (Calcutta),,22.5335,88.3560,15.8 452 19 0
468,2025,18,32,Argentina,20058,Buenos Aires,4,-34.6051,-58.4004,15.7 522 75 0
469,2025,19,608,Philippines,22109,Manila,15,14.6042,120.9822,15.2 305 59 0
470,2025,20,156,China,20517,"Guangzhou, Guangdong",5,23.1255,113.2574,14.8 786 91 0
471,2025,21,586,Pakistan,22046,Lahore,,31.5497,74.3436,14.8 258 28 0
472,2025,22,156,China,20689,Tianjin,5,39.1088,117.1886,14.7 040 8 0
473,2025,23,356,India,21176,Bangalore,,12.9719,77.5937,14.3 954 43 0
474,2025,24,76,Brazil,20272,Rio de Janeiro,,-22.9028,-43.2075,13.9 232 45 0
475,2025,25,156,China,20667,Shenzhen,5,22.5415,114.0634,13.5 454 45 0
476,2025,26,643,Russian Federation,22299,Moskva (Moscow),,55.7550,37.6218,12.7 373 56 0
477,2025,27,840,United States of America,23052,Los Angeles-Long Beach-Santa Ana,,34.0317,-118.2417,12.6 775 59 0
478,2025,28,356,India,21321,Chennai (Madras),,13.0531,80.2488,12.3 360 47 0
479,2025,29,170,Colombia,20837,Bogot�,21,4.6097,-74.0818,11.7 958 29 0
480,2025,30,360,Indonesia,21454,Jakarta,13,-6.2118,106.8416,11.6 340 78 0
481,2030,1,356,India,21228,Delhi,16,28.6667,77.2167,38.9 386 97 0
482,2030,2,392,Japan,21671,Tokyo,1,35.6895,139.6917,36.5 737 99 0
483,2030,3,156,China,20656,Shanghai,5,31.2222,121.4581,32.8 692 65 0
484,2030,4,50,Bangladesh,20119,Dhaka,18,23.7104,90.4074,28.0 756 6 0
485,2030,5,818,Egypt,22812,Al-Qahirah (Cairo),7,30.0392,31.2394,25.5 166 96 0
486,2030,6,356,India,21206,Mumbai (Bombay),,19.0740,72.8808,24.5 724 5 0
487,2030,7,156,China,20464,Beijing,11,39.9075,116.3972,24.2 819 13 0
488,2030,8,484,Mexico,21853,Ciudad de Mexico (Mexico City),6,19.4273,-99.1419,24.1 105 99 0
489,2030,9,76,Brazil,20287,Sao Paulo,,-23.5475,-46.6361,23.8 242 23 0
490,2030,10,180,Democratic Republic of the Congo,20853,Kinshasa,,-4.3276,15.3136,21.9 143 42 0
491,2030,11,566,Nigeria,22007,Lagos,19,6.4531,3.3958,20.6 001 56 0
492,2030,12,586,Pakistan,22044,Karachi,,24.9056,67.0822,20.4 318 48 0
493,2030,13,840,United States of America,23083,New York-Newark,,40.7170,-74.0037,19.9 576 05 0
494,2030,14,156,China,20484,Chongqing,20,29.5628,106.5528,19.6 490 97 0
495,2030,15,392,Japan,206459,Kinki M.M.A. (Osaka),3,34.6758,135.5538,18.6 580 55 0
496,2030,16,356,India,21211,Kolkata (Calcutta),,22.5335,88.3560,17.5 836 04 0
497,2030,17,792,Turkey,22691,Istanbul,,41.0138,28.9497,17.1 242 4 0
498,2030,18,586,Pakistan,22046,Lahore,,31.5497,74.3436,16.8 830 85 0
499,2030,19,608,Philippines,22109,Manila,15,14.6042,120.9822,16.8 413 4 0
500,2030,20,32,Argentina,20058,Buenos Aires,4,-34.6051,-58.4004,16.4 561 15 0
501,2030,21,356,India,21176,Bangalore,,12.9719,77.5937,16.2 268 26 0
502,2030,22,156,China,20517,"Guangzhou, Guangdong",5,23.1255,113.2574,16.0 241 65 0
503,2030,23,156,China,20689,Tianjin,5,39.1088,117.1886,15.7 452 4 0
504,2030,24,156,China,20667,Shenzhen,5,22.5415,114.0634,14.5 372 52 0
505,2030,25,76,Brazil,20272,Rio de Janeiro,,-22.9028,-43.2075,14.4 082 59 0
506,2030,26,356,India,21321,Chennai (Madras),,13.0531,80.2488,13.8 143 67 0
507,2030,27,840,United States of America,23052,Los Angeles-Long Beach-Santa Ana,,34.0317,-118.2417,13.2 092 44 0
508,2030,28,643,Russian Federation,22299,Moskva (Moscow),,55.7550,37.6218,12.7 957 12 0
509,2030,29,356,India,21275,Hyderabad,,17.3753,78.4744,12.7 139 25 0
510,2030,30,360,Indonesia,21454,Jakarta,13,-6.2118,106.8416,12.6 867 56 0
511,2035,1,356,India,21228,Delhi,16,28.6667,77.2167,43.3 450 59 0
512,2035,2,392,Japan,21671,Tokyo,1,35.6895,139.6917,36.0 140 3 0
513,2035,3,156,China,20656,Shanghai,5,31.2222,121.4581,34.3 412 42 0
514,2035,4,50,Bangladesh,20119,Dhaka,18,23.7104,90.4074,31.2 336 51 0
515,2035,5,818,Egypt,22812,Al-Qahirah (Cairo),7,30.0392,31.2394,28.5 043 51 0
516,2035,6,356,India,21206,Mumbai (Bombay),,19.0740,72.8808,27.3 428 19 0
517,2035,7,180,Democratic Republic of the Congo,20853,Kinshasa,,-4.3276,15.3136,26.6 818 25 0
518,2035,8,484,Mexico,21853,Ciudad de Mexico (Mexico City),6,19.4273,-99.1419,25.4 146 24 0
519,2035,9,156,China,20464,Beijing,11,39.9075,116.3972,25.3 659 2 0
520,2035,10,76,Brazil,20287,Sao Paulo,,-23.5475,-46.6361,24.4 901 36 0
521,2035,11,566,Nigeria,22007,Lagos,19,6.4531,3.3958,24.4 187 68 0
522,2035,12,586,Pakistan,22044,Karachi,,24.9056,67.0822,23.1 281 37 0
523,2035,13,840,United States of America,23083,New York-Newark,,40.7170,-74.0037,20.8 171 7 0
524,2035,14,156,China,20484,Chongqing,20,29.5628,106.5528,20.5 312 66 0
525,2035,15,356,India,21211,Kolkata (Calcutta),,22.5335,88.3560,19.5 641 7 0
526,2035,16,586,Pakistan,22046,Lahore,,31.5497,74.3436,19.1 166 05 0
527,2035,17,608,Philippines,22109,Manila,15,14.6042,120.9822,18.6 494 22 0
528,2035,18,392,Japan,206459,Kinki M.M.A. (Osaka),3,34.6758,135.5538,18.3 456 11 0
529,2035,19,356,India,21176,Bangalore,,12.9719,77.5937,18.0 655 41 0
530,2035,20,792,Turkey,22691,Istanbul,,41.0138,28.9497,17.9 862 97 0
531,2035,21,32,Argentina,20058,Buenos Aires,4,-34.6051,-58.4004,17.1 277 41 0
532,2035,22,156,China,20517,"Guangzhou, Guangdong",5,23.1255,113.2574,16.7 409 73 0
533,2035,23,156,China,20689,Tianjin,5,39.1088,117.1886,16.4 458 98 0
534,2035,24,356,India,21321,Chennai (Madras),,13.0531,80.2488,15.3 757 97 0
535,2035,25,156,China,20667,Shenzhen,5,22.5415,114.0634,15.1 854 81 0
536,2035,26,76,Brazil,20272,Rio de Janeiro,,-22.9028,-43.2075,14.8 101 8 0
537,2035,27,24,Angola,20049,Luanda,22,-8.8368,13.2343,14.4 951 12 0
538,2035,28,356,India,21275,Hyderabad,,17.3753,78.4744,14.1 517 24 0
539,2035,29,840,United States of America,23052,Los Angeles-Long Beach-Santa Ana,,34.0317,-118.2417,13.7 781 53 0
540,2035,30,360,Indonesia,21454,Jakarta,13,-6.2118,106.8416,13.6 883 21 0
